ESC_47	ESC_19	ESC_20	ESC_13	ESC_11	ESC_28	ESC_3	ESC_36	ESC_22	ESC_37	ESC_29	ESC_45	ESC_15	ESC_14	ESC_10	ESC_1	ESC_21	ESC_5	ESC_6	ESC_23	ESC_35	ESC_25	ESC_2	ESC_43	ESC_30	ESC_12	ESC_24	ESC_27	ESC_40	ESC_7	ESC_17	ESC_38	ESC_39	ESC_16	ESC_4	ESC_9	ESC_31	ESC_33	ESC_42	ESC_18	ESC_34	ESC_26	ESC_48	ESC_41	MEF_54	MEF_61	MEF_67	MEF_91	MEF_62	MEF_70	MEF_78	MEF_90	MEF_49	MEF_77	MEF_53	MEF_74	MEF_59	MEF_81	MEF_84	MEF_83	MEF_79	MEF_72	MEF_60	MEF_88	MEF_73	MEF_71	MEF_51	MEF_65	MEF_66	MEF_76	MEF_68	MEF_92	MEF_89	MEF_64	MEF_87	MEF_82	MEF_75	MEF_69	MEF_52	MEF_50	MEF_86	MEF_63	MEF_56	MEF_55	MEF_80	MEF_85	MEF_58	MEF_57
Cs	164	5	24	0	43	0	0	0	59	112	32	23	0	31	14	3	8	21	0	3	86	0	1	0	0	7	22	96	0	1	0	18	0	0	7	87	20	0	0	0	11	17	67	17	161	528	185	348	0	285	134	240	495	137	0	148	7	167	78	23	0	143	125	78	94	97	364	503	42	318	81	84	408	62	343	7	29	279	59	0	67	117	9	30	16	4	781	267
Coq10a	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	30	6	0	0	0	0	0	0	2	0	0	37	0	0	0	13	0	88	0	1	0	22	0	17	30	0	0	0	0	0	0	0	27	0	0	0	0	0
Ankrd52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	71	0	0	46	0	13	12	0	0	0	7	6	0	5	29	20	0	0	0	0	0	2	0	3	0	17	0	0	21	2	3	0	0	9	7	118	0	1	0	0	64	10
Gm17201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	204	0	27	0	0	0	0	1	10	0	0	0	0	25	6	0	0	47	18	0	0	5	10	3	0	0	0	0	0	9	0	0	47	0	0	3	62	0	21	0	0	0	23	0
Slc39a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	33	0	0	0	29	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	124	0
Nabp2	0	1	50	0	0	0	16	22	13	0	0	0	0	0	0	4	29	3	3	14	0	0	0	0	0	0	0	15	0	5	0	0	7	5	0	0	2	0	0	0	0	0	0	2	0	127	35	73	0	14	11	9	23	1	0	35	4	105	57	0	0	3	0	0	0	0	82	0	0	0	55	121	0	82	94	0	0	56	0	45	0	4	0	0	0	0	87	38
Rnf41	0	0	0	0	0	0	0	42	2	0	0	0	1	0	0	0	5	0	0	0	34	0	0	0	5	0	121	27	0	9	0	0	0	0	13	0	0	0	1	10	7	0	0	0	0	252	42	103	0	51	0	145	17	33	0	0	0	181	1	62	0	32	5	16	0	127	60	34	0	153	1921	38	73	0	14	3	9	0	0	0	0	924	0	0	0	0	44	116
Smarcc2	3	0	0	0	0	0	0	0	21	0	7	0	0	0	13	0	0	0	0	46	0	27	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	41	45	25	0	12	137	208	17	44	0	3	0	15	0	0	0	106	8	19	0	58	73	93	0	245	58	116	140	23	33	0	28	20	0	0	0	27	152	38	4	0	121	1
Myl6	237	51	46	0	194	4	1	111	86	201	8	62	0	0	113	0	26	0	1	17	51	229	8	27	4	3	1	14	0	19	0	113	2	0	32	3	42	201	8	1	29	59	89	60	680	709	625	438	82	701	944	751	456	684	0	84	1052	1718	313	574	194	691	680	339	637	242	1899	530	97	2276	800	874	735	1813	998	774	88	337	195	39	586	2313	175	578	76	547	1170	1555
Myl6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
A430046D13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	0	0
Esyt1	13	0	0	28	1	1	0	0	23	0	0	0	0	0	4	0	9	0	0	0	0	3	3	2	0	0	0	50	0	10	13	0	0	0	4	0	0	10	0	0	8	3	0	0	28	49	43	197	0	0	124	192	260	61	0	143	18	31	47	242	0	51	164	408	29	10	190	327	0	174	0	38	22	198	136	0	3	105	580	0	6	376	219	147	0	7	298	33
Zc3h10	1	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	125	0	0	0	0	2	0	0	31	0	3	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	4	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Rpl41	7323	1800	2550	1089	4239	457	3575	2622	2718	1857	2255	2561	1950	3408	3445	2624	5002	1865	888	2186	3970	6433	332	1868	133	2561	1818	3171	1003	268	584	5431	4750	1886	372	417	1840	7949	1616	1406	2376	987	1335	5114	10373	23501	11006	6955	2003	17983	6864	14331	7782	11117	291	4298	3387	8987	3531	2449	1457	18134	14279	3775	3706	4272	15959	14610	1470	9836	7709	13773	17082	8102	6440	4319	2118	8646	5788	1979	3614	16043	6044	3509	2020	2183	13655	9143
Pa2g4	28	3	75	25	15	0	7	8	38	0	2	23	12	5	39	0	59	0	0	27	21	19	0	0	0	0	26	6	0	2	34	45	0	36	0	0	23	71	0	0	4	43	0	16	97	42	40	12	11	16	0	2	82	1	0	1	66	236	35	0	28	232	95	64	19	81	162	35	2	154	76	546	150	2	161	37	21	54	176	102	71	116	45	22	14	64	216	42
Erbb3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps26	3724	1278	1727	663	1602	253	1292	741	1063	992	1294	877	877	506	1737	730	3353	298	400	1227	2510	3073	66	311	81	819	716	2185	285	115	107	1986	1915	1427	105	559	455	4064	573	212	621	606	780	1170	1910	6082	2340	634	555	5607	1482	3387	3597	2390	127	771	565	2846	910	605	741	4482	5030	893	1696	1441	4907	3874	295	2817	3057	4698	1459	2765	2345	1324	285	2883	2071	387	1184	3963	4296	1079	150	306	3788	1666
Ikzf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Suox	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	2	0	56	0	0	0	0	0	0	0	0	0	124	63	0	0	0	0	0	393	33	0	45	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5b	13	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	0	0	3	62	0	0	14	0	0	0	0	0	64	65	107	103	0	22	0	0	45	85	0	39	97	5	0	52	1	185	5	32	11	94	8	168	0	16	40	142	66	43	44	5	6	171	0	0	36	154	14	17	13	14	28	32
Cdk2	76	0	0	0	0	0	5	0	28	0	0	9	0	26	0	11	0	0	0	29	56	0	0	25	0	0	0	0	0	0	6	5	1	0	2	0	19	0	0	0	0	0	12	0	0	0	43	16	0	2	0	0	0	14	0	0	0	1	0	0	0	1	0	0	52	0	3	8	0	0	26	0	57	23	99	0	0	0	0	18	0	0	17	0	0	1	246	0
Pmel	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	13	9	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgka	0	11	22	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	29	0	0	0	0	0	0	23	0	0	4	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	7	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	6	0	0	32	0
Wibg	9	17	0	0	0	0	0	0	0	0	4	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	8	22	0	0	0	1	0	0	0	0	6	0	0	0	41	0
Rpsa-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
Tmem198b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc14	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	48	2	0	0	0	35	0	0	0	41	22	0	0	0	23	0	0	0	0	0	0	52	235	0	0	55	14
Ormdl2	26	12	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	45	0	37	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	36	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0
Sarnp	42	100	1	10	28	0	0	0	6	17	24	30	107	22	6	0	47	23	21	25	112	58	0	0	0	35	0	53	0	0	0	56	5	0	0	76	0	139	0	0	8	2	0	0	16	0	2	26	15	31	71	71	54	0	0	8	0	133	0	14	0	60	2	31	24	30	80	2	0	27	109	15	55	50	94	0	0	21	0	0	30	195	79	39	0	0	55	21
Gdf11	0	0	0	0	0	0	0	0	4	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	1	4	28	0	70	0	159	20	202	0	0	82	0	8	0	11	8	51	0	1	7	0	36	0	0	0	0	0	89	35	0	9	0	15	0	17	36	0	8	0	0	24	2
Cd63	48	9	15	0	3	0	1	13	48	8	4	2	14	0	13	0	26	0	1	0	9	147	6	7	2	4	3	2	1	38	0	30	94	2	11	4	2	32	6	0	17	22	18	27	304	981	223	641	91	256	200	431	174	232	0	88	361	196	230	130	72	190	184	59	493	273	244	365	8	536	210	441	139	1043	323	102	136	130	121	0	252	631	242	142	0	66	437	577
Rdh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s1	15	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	23	15	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	13	0	13	18	10	0	26	6	0	0	0	0	0	18	0	0	0	0	13	0	45	7	29	0	1	45	7	8	51	47	15	0	0	0	0	0	0	180	63	13	0	0	16	40
Itga7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	50	0	0	30	0	0	0	0	0	28	0	0	0	0	0	0	31	0	3	0	15	90	0	0	0	7	0	0	0	13	9	0	0	0	0
Gm20746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Insr	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	14	0	0	0	2	0	4	0	0	0	0	5	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	31	5	0	12	0	0	509	71	61	0	21	50	23	0	0	0	0	0	53	0	37	54	123	0	0	0	41	147	30	135	0	0	0	0	0	0	75	0	2	0	0	287	0
A430078G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef18	0	0	16	0	0	0	0	0	7	0	1	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	18	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	242	22	55	0	34	0	91	0	36	0	80	33	0	0	48	0	0	30	0	0	108	92	0	0	0	139	52	54	28	130	0	58	16	0	0	44	55	0	0	1	0	6	5
Pex11g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	2	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	32	0	0	0	0	0	0
Zfp358	2	3	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	63	0	0	32	0	0	0	2	0	0	0	28	0	0	0	0	0	0	0	9	13	0	0	37	0	0	30	0	0	0	0	142	26	0	0	11	0	0	0	0	36	0
Mcoln1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	12	0	0	0	0	0	31	0	0	4	0	0	12	0	0	1	0	0	0	0	2	0	0	0	0	0	10	5	0	0	100	69	8	0	0	32	2	80	113	1	0	33	103	0	0	103	102	0	0	0	0	59	46	56	0	154	47	46	0	59	120	0	0	0	20	9	0	4	43	21	0	0	0	209
Pnpla6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	51	0	24	0	25	0	1	27	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	105	0
C330021F23Rik	0	0	0	0	0	0	23	0	1	0	0	14	0	0	3	0	320	0	4	0	0	0	0	0	1	0	30	26	0	0	0	0	0	0	0	0	0	0	147	0	1	0	0	0	0	3	0	0	5	0	0	37	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Camsap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xab2	10	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	102	0	0	0	0	0	9	0	0	0	0	14	0	0	9	0	0	0	0	0	0	39
Pet100	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	89	0	0	0	30	0	0	0	29	0	0	55	2	0	0	10	0	0	53	0	6	0	1	17	134	23	21	0	69	0	0	0	41	60	0	0	34	97	40	0	0	1	0
Pcp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp2	0	0	0	0	38	0	1	67	3	0	0	0	0	55	0	0	2	0	0	0	0	0	0	0	0	5	0	60	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	17	0	1	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	54	0	11	0	0	0	14	3	17	0	0	0	0	0	0	14	0	0	0	1	0	18	0
Retn	15	0	0	0	0	0	1	0	0	0	0	0	295	0	0	0	144	0	0	0	0	1	0	9	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	15	8	0	0	0	0	0	4	0	0	0	1	0	4	3	2	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	24	0
Fcor	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	3	0	0	0	41	109	17	19	0	0	0	8	7	0	0	4	0	45	0	0	0	6	0	0	0	0	15	0	0	35	25	20	7	12	35	0	63	0	0	3	0	13	0	21	0	14	44	0
Cd209c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
Evi5l	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	10	0	38	0	0	0	0	35	0	43	0	0	9	48	0
Map2k7	15	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	3	0	0	0	30	0	0	0	0	0	0	15	0	0	0	4	0	0	10	0	0	0	0	0	0	2	0	2	70	111	23	0	0	61	25	73	12	18	23	36	16	0	0	81	0	159	163	0	0	0	0	0	1	5	29	0	26	37	152	0	1	24	8	55	16	4	10	44	35	0	115	10
Snapc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	89	0	10	0	0	0	20	0	0	0	0	0	0	0	57	12	57	7	0	0	0	20	0	0	0	0	0	5	61	1	0	0	0	2	0	5	0	5	30	0	0	60	0
Ctxn1	10	0	0	0	0	0	0	1	5	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2	0	1	162	137	124	101	61	87	0	81	74	4	0	9	13	132	111	0	0	7	9	8	0	242	28	4	0	52	117	67	114	140	205	6	16	89	0	0	0	79	151	24	0	0	152	5
Timm44	5	0	30	0	18	0	0	0	40	0	3	1	0	7	1	1	6	29	5	0	0	22	0	0	0	1	0	10	6	1	0	36	0	25	0	0	0	40	0	0	0	3	0	2	0	18	16	29	0	0	0	0	29	46	0	0	55	54	76	0	16	0	0	94	0	0	26	0	0	58	57	68	5	2	42	0	0	12	0	0	0	69	35	0	0	0	73	48
Elavl1	9	0	6	0	0	0	0	0	42	0	0	0	0	0	6	1	30	19	0	49	1	0	0	0	0	5	5	14	0	7	0	17	0	1	16	0	0	0	0	0	51	1	0	0	14	88	49	374	0	146	66	72	222	129	0	9	146	615	0	0	18	454	149	202	0	105	307	89	14	189	109	236	258	108	67	0	80	213	150	24	2	52	171	80	0	32	401	27
Ccl25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	19	0	0	0	0	0	0	0
Cers4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	15	0	0	0	97	3	0	0	0	0	0	31	0	121	0	0	0	19	10	0	0	0	0	0	11	0	0	55	0	12	0	9	3	51	0	0	65	0	35	0	0	14	0	0	0	0	44	0
Zfp958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Shcbp1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	21	0	0	0	0	0	0	65	0	0	0	0	0	0	32	0
Gm9457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	9	0	0	0	0	0
Slc10a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm1840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efnb2	0	0	16	0	0	0	0	4	1	0	1	0	0	0	4	0	6	0	0	0	0	59	0	0	0	0	0	0	0	5	0	0	0	0	26	0	0	0	0	0	20	1	0	22	58	12	420	0	14	72	11	43	379	94	1	37	115	74	3	0	0	0	232	2	63	22	37	0	0	232	3	76	32	381	91	29	114	32	0	3	24	96	68	32	0	0	70	71
Arglu1	0	0	0	0	2	0	4	0	0	0	1	0	0	44	0	0	0	8	0	1	0	1	9	0	0	69	3	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	94	0	0	2	0	23	0	4	0	13	45	109	0	18	0	34	16	96	81	24	0	52	0	66	0	56	32	49	64	17	107	0	39	23	0	198	30	0	0	42	105	49
Fam155a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	16	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lig4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7	0	0	21	4	0	0	4	27	0	0	19	0	0	0	0	30	2	7	0	0	0	23	0	3	0	0	0	0	0	29	33	0
